# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
196            	U              	(2.17267552e-01 -3.25808221e-01 -3.22744219e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19564062e+00 2.17920847e-01 1.19165772e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
197            	p              	-4.68078152e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11911762e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
197            	U              	(2.17259853e-01 -3.25797436e-01 -3.22731596e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19559839e+00 2.17939502e-01 1.19155103e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
198            	p              	-4.67967304e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11970776e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
198            	U              	(2.17252363e-01 -3.25786942e-01 -3.22719315e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19555730e+00 2.17957655e-01 1.19144723e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
199            	p              	-4.67859413e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12028232e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
199            	U              	(2.17245074e-01 -3.25776730e-01 -3.22707364e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19551731e+00 2.17975317e-01 1.19134624e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
200            	p              	-4.67754392e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12084180e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
200            	U              	(2.17237982e-01 -3.25766794e-01 -3.22695735e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19547840e+00 2.17992503e-01 1.19124800e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
201            	p              	-4.67652157e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12138666e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
201            	U              	(2.17231081e-01 -3.25757126e-01 -3.22684420e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19544053e+00 2.18009225e-01 1.19115240e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
202            	p              	-4.67552637e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12191722e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
202            	U              	(2.17224366e-01 -3.25747718e-01 -3.22673409e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19540369e+00 2.18025496e-01 1.19105937e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
203            	p              	-4.67455767e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12243381e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
203            	U              	(2.17217832e-01 -3.25738564e-01 -3.22662696e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19536783e+00 2.18041328e-01 1.19096885e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
204            	p              	-4.67361485e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12293672e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
204            	U              	(2.17211474e-01 -3.25729657e-01 -3.22652271e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19533294e+00 2.18056732e-01 1.19088077e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
205            	p              	-4.67269723e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12342627e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
205            	U              	(2.17205288e-01 -3.25720989e-01 -3.22642126e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19529898e+00 2.18071722e-01 1.19079507e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
206            	p              	-4.67180412e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12390286e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
206            	U              	(2.17199268e-01 -3.25712556e-01 -3.22632255e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19526594e+00 2.18086307e-01 1.19071169e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
207            	p              	-4.67093484e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12436682e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
207            	U              	(2.17193411e-01 -3.25704349e-01 -3.22622650e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19523379e+00 2.18100498e-01 1.19063056e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
208            	p              	-4.67008879e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12481848e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
208            	U              	(2.17187711e-01 -3.25696363e-01 -3.22613303e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19520250e+00 2.18114307e-01 1.19055161e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
209            	p              	-4.66926540e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12525812e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
209            	U              	(2.17182165e-01 -3.25688593e-01 -3.22604208e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19517205e+00 2.18127743e-01 1.19047479e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
210            	p              	-4.66846424e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.12568578e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
210            	U              	(2.17176768e-01 -3.25681032e-01 -3.22595359e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19514242e+00 2.18140817e-01 1.19040002e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
211            	p              	-4.66768414e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12610260e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
211            	U              	(2.17171516e-01 -3.25673674e-01 -3.22586746e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19511359e+00 2.18153538e-01 1.19032733e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
212            	p              	-4.66692521e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12650790e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
212            	U              	(2.17166406e-01 -3.25666515e-01 -3.22578366e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19508553e+00 2.18165917e-01 1.19025656e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
213            	p              	-4.66618654e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12690251e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
213            	U              	(2.17161434e-01 -3.25659548e-01 -3.22570211e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19505823e+00 2.18177961e-01 1.19018769e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
214            	p              	-4.66546760e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12728667e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
214            	U              	(2.17156595e-01 -3.25652769e-01 -3.22562276e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19503166e+00 2.18189681e-01 1.19012069e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
215            	p              	-4.66476794e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12766057e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
215            	U              	(2.17151887e-01 -3.25646172e-01 -3.22554554e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19500580e+00 2.18201084e-01 1.19005551e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
216            	p              	-4.66408708e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12802442e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
216            	U              	(2.17147305e-01 -3.25639753e-01 -3.22547041e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19498064e+00 2.18212180e-01 1.18999207e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
217            	p              	-4.66342448e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12837852e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
217            	U              	(2.17142847e-01 -3.25633506e-01 -3.22539729e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19495616e+00 2.18222977e-01 1.18993035e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
218            	p              	-4.66277963e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12872318e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
218            	U              	(2.17138508e-01 -3.25627428e-01 -3.22532614e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19493233e+00 2.18233483e-01 1.18987028e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
219            	p              	-4.66215203e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12905868e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
219            	U              	(2.17134287e-01 -3.25621513e-01 -3.22525690e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19490914e+00 2.18243706e-01 1.18981184e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
220            	p              	-4.66154123e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12938524e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
220            	U              	(2.17130179e-01 -3.25615757e-01 -3.22518953e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19488658e+00 2.18253652e-01 1.18975497e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
221            	p              	-4.66094682e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.12970307e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
221            	U              	(2.17126181e-01 -3.25610156e-01 -3.22512396e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19486462e+00 2.18263331e-01 1.18969964e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
222            	p              	-4.66036834e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13001238e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
222            	U              	(2.17122291e-01 -3.25604706e-01 -3.22506016e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19484325e+00 2.18272749e-01 1.18964580e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
223            	p              	-4.65980537e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13031344e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
223            	U              	(2.17118506e-01 -3.25599402e-01 -3.22499807e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19482246e+00 2.18281913e-01 1.18959340e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
224            	p              	-4.65925746e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13060648e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
224            	U              	(2.17114822e-01 -3.25594241e-01 -3.22493766e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19480222e+00 2.18290830e-01 1.18954242e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
225            	p              	-4.65872421e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13089171e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
225            	U              	(2.17111238e-01 -3.25589219e-01 -3.22487887e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19478253e+00 2.18299507e-01 1.18949281e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
226            	p              	-4.65820525e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13116933e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
226            	U              	(2.17107750e-01 -3.25584332e-01 -3.22482165e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19476337e+00 2.18307950e-01 1.18944454e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
227            	p              	-4.65770019e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13143953e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
227            	U              	(2.17104355e-01 -3.25579576e-01 -3.22476598e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19474472e+00 2.18316165e-01 1.18939757e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
228            	p              	-4.65720865e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13170253e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
228            	U              	(2.17101052e-01 -3.25574948e-01 -3.22471180e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19472657e+00 2.18324159e-01 1.18935187e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
229            	p              	-4.65673026e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13195851e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
229            	U              	(2.17097838e-01 -3.25570444e-01 -3.22465908e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19470891e+00 2.18331937e-01 1.18930739e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
230            	p              	-4.65626468e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13220766e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
230            	U              	(2.17094710e-01 -3.25566061e-01 -3.22460777e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19469173e+00 2.18339506e-01 1.18926412e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
231            	p              	-4.65581154e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13245021e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
231            	U              	(2.17091666e-01 -3.25561797e-01 -3.22455784e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19467500e+00 2.18346871e-01 1.18922200e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
232            	p              	-4.65537051e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13268630e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
232            	U              	(2.17088704e-01 -3.25557646e-01 -3.22450926e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19465873e+00 2.18354037e-01 1.18918102e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
233            	p              	-4.65494129e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13291609e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
233            	U              	(2.17085822e-01 -3.25553608e-01 -3.22446197e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19464289e+00 2.18361010e-01 1.18914115e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
234            	p              	-4.65452381e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13313945e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
234            	U              	(2.17083017e-01 -3.25549677e-01 -3.22441597e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19462747e+00 2.18367796e-01 1.18910233e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
235            	p              	-4.65411716e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13335724e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
235            	U              	(2.17080287e-01 -3.25545853e-01 -3.22437119e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19461247e+00 2.18374399e-01 1.18906458e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
236            	p              	-4.65372122e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13356942e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
236            	U              	(2.17077631e-01 -3.25542131e-01 -3.22432761e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19459788e+00 2.18380824e-01 1.18902785e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
237            	p              	-4.65333599e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13377583e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
237            	U              	(2.17075046e-01 -3.25538509e-01 -3.22428521e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19458367e+00 2.18387075e-01 1.18899210e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
238            	p              	-4.65296124e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13397653e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
238            	U              	(2.17072531e-01 -3.25534984e-01 -3.22424394e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19456985e+00 2.18393158e-01 1.18895731e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
239            	p              	-4.65259658e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13417177e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
239            	U              	(2.17070083e-01 -3.25531555e-01 -3.22420379e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19455640e+00 2.18399078e-01 1.18892344e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
240            	p              	-4.65224153e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13436200e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
240            	U              	(2.17067701e-01 -3.25528217e-01 -3.22416471e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19454330e+00 2.18404838e-01 1.18889050e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
241            	p              	-4.65189584e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13454732e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
241            	U              	(2.17065383e-01 -3.25524969e-01 -3.22412668e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19453056e+00 2.18410443e-01 1.18885844e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
242            	p              	-4.65155939e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13472771e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
242            	U              	(2.17063127e-01 -3.25521808e-01 -3.22408967e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19451816e+00 2.18415897e-01 1.18882725e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
243            	p              	-4.65123203e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13490317e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
243            	U              	(2.17060931e-01 -3.25518731e-01 -3.22405366e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19450610e+00 2.18421204e-01 1.18879689e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
244            	p              	-4.65091347e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13507391e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
244            	U              	(2.17058795e-01 -3.25515738e-01 -3.22401861e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19449436e+00 2.18426368e-01 1.18876735e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
245            	p              	-4.65060338e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13524014e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
245            	U              	(2.17056716e-01 -3.25512825e-01 -3.22398450e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19448293e+00 2.18431394e-01 1.18873860e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
246            	p              	-4.65030151e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13540203e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
246            	U              	(2.17054693e-01 -3.25509990e-01 -3.22395131e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19447181e+00 2.18436284e-01 1.18871063e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
247            	p              	-4.65000767e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13555965e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
247            	U              	(2.17052724e-01 -3.25507231e-01 -3.22391901e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19446099e+00 2.18441042e-01 1.18868341e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
248            	p              	-4.64972170e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13571305e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
248            	U              	(2.17050808e-01 -3.25504546e-01 -3.22388757e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19445045e+00 2.18445672e-01 1.18865692e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
249            	p              	-4.64944340e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13586234e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
249            	U              	(2.17048943e-01 -3.25501933e-01 -3.22385698e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19444020e+00 2.18450178e-01 1.18863114e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
250            	p              	-4.64917254e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13600765e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
250            	U              	(2.17047129e-01 -3.25499391e-01 -3.22382721e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19443023e+00 2.18454562e-01 1.18860605e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
251            	p              	-4.64890888e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13614913e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
251            	U              	(2.17045363e-01 -3.25496916e-01 -3.22379824e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19442052e+00 2.18458829e-01 1.18858164e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
252            	p              	-4.64865224e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13628687e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
252            	U              	(2.17043644e-01 -3.25494508e-01 -3.22377005e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19441108e+00 2.18462980e-01 1.18855789e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
253            	p              	-4.64840244e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13642096e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
253            	U              	(2.17041972e-01 -3.25492165e-01 -3.22374261e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19440188e+00 2.18467020e-01 1.18853477e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
254            	p              	-4.64815933e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13655148e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
254            	U              	(2.17040344e-01 -3.25489885e-01 -3.22371591e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19439294e+00 2.18470951e-01 1.18851227e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
255            	p              	-4.64792271e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13667852e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
255            	U              	(2.17038761e-01 -3.25487665e-01 -3.22368992e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19438423e+00 2.18474777e-01 1.18849038e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
256            	p              	-4.64769239e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13680219e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
256            	U              	(2.17037219e-01 -3.25485506e-01 -3.22366464e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19437576e+00 2.18478499e-01 1.18846908e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
257            	p              	-4.64746825e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13692255e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
257            	U              	(2.17035719e-01 -3.25483404e-01 -3.22364002e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19436751e+00 2.18482122e-01 1.18844835e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
258            	p              	-4.64725004e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13703977e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
258            	U              	(2.17034260e-01 -3.25481359e-01 -3.22361608e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19435949e+00 2.18485647e-01 1.18842818e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
259            	p              	-4.64703793e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13715359e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
259            	U              	(2.17032839e-01 -3.25479368e-01 -3.22359278e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19435168e+00 2.18489077e-01 1.18840854e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
260            	p              	-4.64683111e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13726478e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
260            	U              	(2.17031457e-01 -3.25477431e-01 -3.22357010e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19434408e+00 2.18492421e-01 1.18838952e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
261            	p              	-4.64662965e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13737317e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
261            	U              	(2.17030111e-01 -3.25475546e-01 -3.22354802e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19433668e+00 2.18495682e-01 1.18837117e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
